ean - SupabaseID + Shopify ID,∞ Shopify Id,prix_achat,produit_en_ligne_nom_du_produit,produit_en_ligne_ddm,produit_en_ligne_stock_actuel,produit_en_ligne_prix_public,produit_en_ligne_rayon,produit_en_ligne_prix_vente,produit_en_ligne_sous_rayon,produit_en_ligne_categorie,quantite_vendue,Date première vente visible
3760259130671 - Airchips - Chips à base de Pomme de Terre bio - 110g - 871 - 7907304538367,7907304538367,€1.30,Chips à base de Pomme de Terre bio - 110g,28/2/2025,11,€4.50,Épicerie salée,€2.25,Apéritifs,Chips et gâteaux,232,2024-02-15 23:55
3770021902054 - Jour de Thé - Infusion Rooibos vert grenade et fraise bio - 60g - 2735 - 8450790326599,8450790326599,€2.50,Infusion Rooibos vert grenade et fraise bio - 60g,30/4/2025,214,€12.90,Boissons,€8.38,Boissons chaudes,Infusions et tisanes,19,2024-01-08 12:01
3264221612146 - Embal'Sac - Sacs poubelle 100 litres à liens coulissants - 10 unités - 4522 - 7660527190271,7660527190271,€1.12,Sacs poubelle 100 litres à liens coulissants - 10 unités,,60,€5.32,Maison,€3.99,Accessoires ménagers,Sacs poubelles,23,2025-01-16 13:10
3770010033240 - Carrés Futés - Carrés de fruits à pâtisser citron mandarine - 70g - 790 - 8662553166151,8662553166151,€1.22,Carrés de fruits à pâtisser citron mandarine - 70g,15/10/2025,16,€5.30,Épicerie sucrée,€3.71,Pâtisserie,Arômes / Colorants / Aides à pâtisserie,68,2025-03-08 07:27
"3664437000391 - Bélice - Savon visage matin d'été, peaux normales à mixtes bio - 80g - 4743 - 8926584045895",8926584045895,€1.11,"Savon visage matin d'été, peaux normales à mixtes bio - 80g",,31,€8.50,Hygiène et santé,€6.80,Visage,Nettoyants et démaquillants,8,2024-01-08 17:31
3489940063110 - Cosmo Naturel - Dentifrice solide à la menthe bio - 23g - 1700 - 8375097557319,8375097557319,€1.27,Dentifrice solide à la menthe bio - 23g,,5,€5.50,Hygiène et santé,€3.30,Dentaire,Dentifrices,58,2025-02-02 00:10
"3489940049206 - Cosmo Naturel - Shampoing fortifiant quinquina, sauge et citron bio - 500ml - 4827 - 8869783961927",8869783961927,€4.99,"Shampoing fortifiant quinquina, sauge et citron bio - 500ml",,5,€14.50,Hygiène et santé,€11.60,Cheveux,Shampoings liquides,21,2024-05-05 01:45
4046871005764 - Cosmoplast - Pansements waterproof Aqua - 20 unités - 3727 - 8829084762439,8829084762439,€0.77,Pansements waterproof Aqua - 20 unités,10/5/2029,179,€2.44,Hygiène et santé,€1.83,Santé,Parapharmacie,142,2024-02-19 14:09
3175681287211 - Weight Watchers - Biscuits au chocolat et aux noix de pécan - 200g - 420 - 8426284024135,8426284024135,€1.10,Biscuits au chocolat et aux noix de pécan - 200g,30/9/2025,608,€3.25,Épicerie sucrée,€2.93,Biscuits et gâteaux,Biscuits au chocolat,220,2025-02-04 23:15
3760308961546 - Biodyssée - Cristaux de sel rose des Pyrénées bio - 500g - 1521 - 8925315268935,8925315268935,,Cristaux de sel rose des Pyrénées bio - 500g,31/12/2033,0,€3.90,Épicerie salée,€2.93,Épices et condiments,Épices et aromates,175,2023-12-20 17:42
3229820765303 - Tanoshi - Kit Sushi - 289g - 2830 - 7939818488063,7939818488063,€2.15,Kit Sushi - 289g,13/8/2025,123,€7.15,Épicerie salée,€6.44,Conserves/bocaux et plats cuisinés,Plats préparés,14,2024-11-29 12:02
3770000505535 - Id Bio - Mélange pour pain d'épices en poudre bio - 40g - 3285 - 8416730317127,8416730317127,€1.07,Mélange pour pain d'épices en poudre bio - 40g,30/11/2027,305,€3.55,Épicerie sucrée,€3.19,Pâtisserie,Arômes / Colorants / Aides à pâtisserie,37,2024-07-17 18:05
"3380380051067 - Priméal - Spaghetti au blé, quinoa et tomate bio - 500g - 5020 - 8500978450759",8500978450759,€1.10,"Spaghetti au blé, quinoa et tomate bio - 500g",25/2/2027,116,€3.80,Épicerie salée,€3.23,Pâtes/riz et légumineuses,Pâtes,64,2025-03-31 13:41
"3663518241876 - Guerande - Hydra aqua, brume parfumée en spray bio - 100ml - 2677 - 8927098306887",8927098306887,€5.80,"Hydra aqua, brume parfumée en spray bio - 100ml",7/1/2025,14,€19.90,Hygiène et santé,€13.93,Corps,Nettoyants et démaquillants,7,2024-11-12 16:22
871561004697 - Touch Organic - Thé blanc aux fruits rouges bio - 24 sachets - 5297 - 8465731715399,8465731715399,€1.19,Thé blanc aux fruits rouges bio - 24 sachets,11/6/2026,188,€4.68,Boissons,€3.51,Boissons chaudes,Thés et matés,53,2024-07-06 12:52
3770000505719 - Id Bio - Curry indien bio - 30g - 1624 - 7972023009535,7972023009535,€0.97,Curry indien bio - 30g,30/11/2027,239,€3.29,Épicerie salée,€2.96,Épices et condiments,Épices et aromates,66,2024-01-13 19:05
7617014191865 - Café Royal - Café Royal Lungo 4/10 - 10 capsules - 738 - 8731837858119,8731837858119,€1.09,Café Royal Lungo 4/10 - 10 capsules,31/7/2025,31,€3.30,Boissons,€2.97,Boissons chaudes,Cafés et chicorées,72,2025-02-12 14:08
3760308961348 - Biodyssée - Mélange pour Guacamole bio - 40g - 3282 - 8925316579655,8925316579655,€0.93,Mélange pour Guacamole bio - 40g,30/9/2025,376,€4.85,Épicerie salée,€3.88,Épices et condiments,Épices et aromates,93,2024-01-16 09:41
7616500927537 - Café Royal - Café Expresso Forte origine Honduras - 10 capsules - 699 - 8725278359879,8725278359879,€1.12,Café Expresso Forte origine Honduras - 10 capsules,31/3/2025,311,€3.29,Boissons,€1.65,Boissons chaudes,Cafés et chicorées,495,2024-01-16 09:41
3489940049183 - Cosmo Naturel - Gel douche relaxant à la verveine bio - 1L - 2200 - 8364511297863,8364511297863,€5.06,Gel douche relaxant à la verveine bio - 1L,1/1/2028,81,€16.65,Hygiène et santé,€12.49,Corps,Gels douche et savons liquides,25,2025-03-13 22:12
3760308961157 - Biodyssée - Oignon semoule bio - 45g - 3632 - 8925316022599,8925316022599,€0.75,Oignon semoule bio - 45g,30/9/2025,2,€2.50,Épicerie salée,€2.00,Épices et condiments,Épices et aromates,192,2023-12-20 09:42
3700763500300 - Dodie - Biberon initiation rose D1 - 150ml - 289 - 9002933387591,9002933387591,€1.60,Biberon initiation rose D1 - 150ml,,28,€5.70,Bébé,€4.56,Alimentation bébé,Laits infantiles,3,2025-03-06 19:16
3760265302017 - Flora Natura - Complex 4+ digestion bio - 20 ampoules - 1150 - 8359204618567,8359204618567,€4.02,Complex 4+ digestion bio - 20 ampoules,,6,€10.29,Hygiène et santé,€8.23,Santé,Compléments alimentaires,9,2025-01-23 19:05
3229820794686 - Tanoshi - Sauce Soja Sucrée - 200ml - 4632 - 7939818324223,7939818324223,€1.71,Sauce Soja Sucrée - 200ml,16/9/2026,81,€5.69,Épicerie salée,€5.12,Sauces,Cuisine du monde,23,2024-04-22 19:02
3770021902016 - Jour de Thé - Thé vert au citron et gingembre bio - 60g - 5340 - 8450790162759,8450790162759,€2.50,Thé vert au citron et gingembre bio - 60g,30/4/2025,217,€12.90,Boissons,€8.38,Boissons chaudes,Thés et matés,22,2025-02-05 19:21
"3760001764680 - Tidoo - Gel douche extra-doux sensitif, sans parfum bio - 750ml - 2180 - 8925318807879",8925318807879,€1.69,"Gel douche extra-doux sensitif, sans parfum bio - 750ml",,40,€8.99,Hygiène et santé,€7.19,Corps,Gels douche et savons liquides,13,2024-09-18 17:18
3770000505542 - Id Bio - Mélange Ras el Hanout en poudre bio - 40g - 3292 - 8421110284615,8421110284615,€1.18,Mélange Ras el Hanout en poudre bio - 40g,30/10/2027,178,€3.67,Épicerie salée,€3.30,Épices et condiments,Épices et aromates,43,2023-12-27 16:53
3264221613952 - Les Minis - Sacs poubelle 20L avec liens fermetures taille petite 45x47cm  - 20 unités - 4526 - 8410290618695,8410290618695,€0.59,Sacs poubelle 20L avec liens fermetures taille petite 45x47cm  - 20 unités,,17,€2.50,Maison,€2.00,Accessoires ménagers,Sacs poubelles,11,2025-04-02 10:25
"8016867007382 - Organyc - Tampons compact super avec applicateur, origine végétale - x16 - 5213 - 8891984445767",8891984445767,€2.51,"Tampons compact super avec applicateur, origine végétale - x16",31/12/2025,78,€7.86,Hygiène et santé,€5.50,Intime,Protections hygiéniques,15,2024-12-25 12:17
3770000507188 - Id Bio - Ciboulette en flocon bio - 20g - 1052 - 7972022616319,7972022616319,€0.93,Ciboulette en flocon bio - 20g,1/5/2027,71,€3.26,Épicerie salée,€2.77,Épices et condiments,Épices et aromates,70,2024-01-07 21:04
871561004635 - Touch Organic - Thé oolong bio - x24 unités - 5330 - 8991199560007,8991199560007,€0.96,Thé oolong bio - x24 unités,25/5/2027,190,€3.71,Boissons,€2.97,Boissons chaudes,Thés et matés,52,2024-02-01 19:58
"3700749305479 - Hugo le Maraîcher - Smoothie pomme, fraise et banane - 1L - 4939 - 8917058847047",8917058847047,€1.25,"Smoothie pomme, fraise et banane - 1L",2/8/2025,29,€4.40,Boissons,€3.74,Jus et boissons végétales,Jus de fruits,95,2023-12-20 17:42
3291960008916 - Emma Noël - Gel douche aux agrumes bio - 1L - 2171 - 8926583554375,8926583554375,€5.00,Gel douche aux agrumes bio - 1L,,53,€15.05,Hygiène et santé,€12.00,Corps,Gels douche et savons liquides,19,2024-09-08 14:06
3263670552010 - Phare D'Eckmühl - Filets de sardines à la sauce citronnée bio - 90g - 1983 - 7549545021695,7549545021695,€1.76,Filets de sardines à la sauce citronnée bio - 90g,31/3/2027,49,€5.87,Épicerie salée,€4.70,Conserves/bocaux et plats cuisinés,Produits de la mer,136,2024-06-19 19:15
3770000505931 - Id Bio - Sarriette en flocons bio - 20g - 4563 - 8416730612039,8416730612039,€1.03,Sarriette en flocons bio - 20g,1/10/2027,82,€3.04,Épicerie salée,€2.74,Épices et condiments,Épices et aromates,12,2025-02-05 15:01
3770000505313 - Id Bio - Fenouil poudre bio - 40g - 1943 - 7754873635071,7754873635071,€1.13,Fenouil poudre bio - 40g,30/6/2027,159,€3.09,Épicerie salée,€2.47,Épices et condiments,Épices et aromates,23,2024-04-26 17:59
3770000507225 - Id Bio - Mélange trois poivres en grains bio - 30g - 3298 - 8421109989703,8421109989703,€1.53,Mélange trois poivres en grains bio - 30g,30/6/2027,184,€5.24,Épicerie salée,€4.45,Épices et condiments,Épices et aromates,26,2024-04-10 19:12
3229820790312 - Bjorg - Lot de 3 biscuits Fourrés Vanille bio - 3x225g - 462 - 7939818029311,7939818029311,€2.77,Lot de 3 biscuits Fourrés Vanille bio - 3x225g,4/6/2025,129,€9.24,Épicerie sucrée,€8.32,Biscuits et gâteaux,Biscuits nature et fruit,104,2024-01-12 16:50
3274490970267 - Meneau - Sirop de canne nature bio - 50cl - 4914 - 7549539647743,7549539647743,€2.01,Sirop de canne nature bio - 50cl,1/8/2026,133,€6.70,Boissons,€4.69,Sirop/thés glacés/sodas,Sirops,20,2024-09-06 19:48
871561004895 - Touch Organic - Thé vert sencha - 24 sachets - 5381 - 8959475056967,8959475056967,€0.98,Thé vert sencha - 24 sachets,13/6/2026,176,€3.71,Boissons,€2.97,Boissons chaudes,Thés et matés,66,2024-03-22 11:48
5714820311813 - Lastswab - Disques démaquillants réutilisables bleu - 7 disques - 1774 - 8364509888839,8364509888839,€2.16,Disques démaquillants réutilisables bleu - 7 disques,,13,€13.26,Hygiène et santé,€9.28,Visage,Accessoires visage,2,2025-03-02 21:00
4018852032052 - Bebivita - Petit pot carottes pommes de terre bio - 190g - 3907 - 7858229477631,7858229477631,€0.36,Petit pot carottes pommes de terre bio - 190g,31/8/2025,105,€1.49,Bébé,€1.12,Alimentation bébé,Petits pots et repas,15,2025-03-05 10:12
3770000505511 - Id Bio - Garam Masala en poudre bio - 40g - 2120 - 8421110448455,8421110448455,€1.27,Garam Masala en poudre bio - 40g,30/6/2027,36,€3.70,Épicerie salée,€3.33,Épices et condiments,Épices et aromates,26,2023-12-27 16:53
"3770021902023 - Jour de Thé - Thé vert, yerba maté, orange bio - 105g - 5386 - 8450790195527",8450790195527,€2.50,"Thé vert, yerba maté, orange bio - 105g",30/4/2025,237,€12.90,Boissons,€8.38,Boissons chaudes,Thés et matés,30,2024-04-03 19:13
3770000505245 - Id Bio - Cardamome poudre bio - 30g - 778 - 7754873569535,7754873569535,€1.65,Cardamome poudre bio - 30g,30/3/2027,11,€5.30,Épicerie salée,€3.71,Épices et condiments,Épices et aromates,35,2024-02-11 19:29
3770000505306 - Id Bio - Curcuma en poudre bio - 40g - 1611 - 7972022092031,7972022092031,€0.84,Curcuma en poudre bio - 40g,1/4/2027,138,€3.33,Épicerie salée,€2.50,Épices et condiments,Épices et aromates,40,2024-02-01 18:04
3264221610425 - Embal'Alu - Papier aluminium - 50m x 28cm - 3730 - 7951793717503,7951793717503,€2.19,Papier aluminium - 50m x 28cm,,153,€9.50,Maison,€7.60,Accessoires ménagers,Cuisson/ emballage/ conservation,65,2025-01-02 11:19
3175681287204 - Weight Watchers - Biscuits au cacao fourrés à la crème vanille - 200g - 419 - 8426283893063,8426283893063,€1.20,Biscuits au cacao fourrés à la crème vanille - 200g,23/8/2025,161,€3.52,Épicerie sucrée,€3.17,Biscuits et gâteaux,Biscuits au chocolat,193,2024-08-06 12:45
5029053560762 - Kleenex - Paquet de mouchoirs - x8 - 3738 - 7867824701695,7867824701695,€0.88,Paquet de mouchoirs - x8,,445,€3.49,Maison,€2.97,Accessoires ménagers,Papier WC/ mouchoirs/ essuie-tout,44,2024-08-08 14:39
3229820803319 - Tanoshi - Kit Bobun - 485g - 2822 - 8949485928775,8949485928775,€1.58,Kit Bobun - 485g,8/3/2025,146,€6.95,Épicerie salée,€3.48,Conserves/bocaux et plats cuisinés,Plats préparés,208,2024-02-17 12:21
"8710522443491 - Love Beauty and Planet - Brosse à dent bambou, poils charbon medium - x1 - 625 - 8950863724871",8950863724871,€0.78,"Brosse à dent bambou, poils charbon medium - x1",,93,€3.45,Hygiène et santé,€2.07,Dentaire,Brosses à dent,34,2025-01-06 19:19
3538394920231 - Coslys - Shampoing cheveux gras Détox Fraîcheur bio - 500ml - 4799 - 8925318611271,8925318611271,€2.09,Shampoing cheveux gras Détox Fraîcheur bio - 500ml,,22,€11.80,Hygiène et santé,€9.44,Cheveux,Shampoings liquides,5,2024-01-10 19:46
3770000505467 - Id Bio - Mélange d'épices pour grillades à l'antillaise bio - 40g - 3243 - 7972023042303,7972023042303,€1.13,Mélange d'épices pour grillades à l'antillaise bio - 40g,30/6/2027,14,€3.82,Épicerie salée,€3.44,Épices et condiments,Épices et aromates,25,2023-10-01 22:59
3760001763973 - Tidoo - Lingettes au liniment en coton bio - 40 unités - 3044 - 8430968635719,8430968635719,€1.23,Lingettes au liniment en coton bio - 40 unités,30/8/2026,213,€5.15,Bébé,€3.09,Hygiène bébé,Bain et soin,45,2024-08-02 14:29
3489940061550 - Cosmo Naturel - Agent de conservation bio - 50ml - 37 - 8452873912647,8452873912647,€5.69,Agent de conservation bio - 50ml,,36,€16.37,Hygiène et santé,€13.10,Corps,DIY,3,2024-09-04 16:36
3291960016348 - Émile Noël - Sauce poivre vert bio - 90g - 4612 - 7622986793215,7622986793215,€1.00,Sauce poivre vert bio - 90g,28/5/2028,151,€3.43,Épicerie salée,€2.92,Sauces,Autres sauces,41,2025-02-26 13:25
3229820796307 - Tanoshi - Sauce Soja bio - 200ml - 4625 - 7939818225919,7939818225919,€1.16,Sauce Soja bio - 200ml,7/2/2026,39,€3.88,Épicerie salée,€3.49,Sauces,Cuisine du monde,39,2024-04-25 14:50
3770000505290 - Id Bio - Cumin en poudre bio - 40g - 1596 - 7972022059263,7972022059263,€1.47,Cumin en poudre bio - 40g,31/10/2027,270,€4.62,Épicerie salée,€4.16,Épices et condiments,Épices et aromates,16,2025-02-08 12:43
3760308961140 - Biodyssée - Estragon bio - 40g - 1873 - 8925315793223,8925315793223,€0.85,Estragon bio - 40g,31/10/2025,406,€2.85,Épicerie salée,€2.56,Épices et condiments,Épices et aromates,46,2024-06-16 11:45
3760001768053 - Tidoo - Eau nettoyante micellaire à l'extrait de mauve - 500ml - 1815 - 8978314985799,8978314985799,€2.21,Eau nettoyante micellaire à l'extrait de mauve - 500ml,,13,€8.50,Bébé,€5.95,Hygiène bébé,Bain et soin,19,2024-05-07 22:17
3770000506617 - Id Bio - Poivre noir long en grains bio - 40g - 4054 - 8421110546759,8421110546759,€1.67,Poivre noir long en grains bio - 40g,1/10/2027,176,€4.75,Épicerie salée,€4.28,Épices et condiments,Épices et aromates,3,2024-10-01 22:15
3770000505924 - Id Bio - Marjolaine en flocons bio - 12g - 3167 - 8416730677575,8416730677575,€1.00,Marjolaine en flocons bio - 12g,31/12/2024,77,€3.80,Épicerie salée,€2.66,Épices et condiments,Épices et aromates,14,2024-09-08 14:06
3264221620189 - Embal'Eco - Sacs poubelle aux liens coulissants - 30L x 15 sacs - 4528 - 8410290716999,8410290716999,€0.57,Sacs poubelle aux liens coulissants - 30L x 15 sacs,,332,€2.45,Maison,€1.96,Accessoires ménagers,Sacs poubelles,119,2024-01-29 19:06
3489940460193 - Dermatherm - Eau micellaire apaisante - 150ml - 1805 - 9053603070279,9053603070279,€4.37,Eau micellaire apaisante - 150ml,,8,€19.00,Hygiène et santé,€13.30,Visage,Nettoyants et démaquillants,7,2024-09-10 12:49
3760001763959 - Tidoo - Crème lavante et nourrissante bio - 200ml - 1490 - 8449377501511,8449377501511,€1.71,Crème lavante et nourrissante bio - 200ml,,17,€5.86,Bébé,€4.10,Hygiène bébé,Bain et soin,5,2025-02-26 15:19
"3175681281943 - Céréal Bio - Bouillon au lait de coco, tofu, nouilles et curry bio - 220g - 576 - 8913475109191",8913475109191,€1.18,"Bouillon au lait de coco, tofu, nouilles et curry bio - 220g",28/4/2025,92,€3.75,Épicerie salée,€3.38,Conserves/bocaux et plats cuisinés,Plats préparés,203,2023-11-24 19:18
3770000505337 - Id Bio - Gingembre en poudre bio - 30g - 2277 - 7972022190335,7972022190335,€0.89,Gingembre en poudre bio - 30g,31/10/2027,236,€3.04,Épicerie salée,€2.58,Épices et condiments,Épices et aromates,34,2024-01-10 21:42
3760308961362 - Biodyssée - Mélange pour poisson bio - 40g - 3287 - 8925316317511,8925316317511,€0.68,Mélange pour poisson bio - 40g,30/9/2025,60,€2.53,Épicerie salée,€1.90,Épices et condiments,Épices et aromates,66,2024-06-25 09:36
3489940061123 - Cosmo Naturel - Agent émulsionnant à chaud - 50g - 38 - 8450636448071,8450636448071,€1.42,Agent émulsionnant à chaud - 50g,6/9/2023,5,€6.90,Hygiène et santé,€3.45,Corps,DIY,4,2025-02-02 00:10
3760308961515 - Biodyssée - Cristaux de sel rose des Pyrénées bio - 90g - 1522 - 8925315105095,8925315105095,€1.65,Cristaux de sel rose des Pyrénées bio - 90g,,142,€4.94,Épicerie salée,€3.56,Épices et condiments,Épices et aromates,15,2024-02-16 22:10
"3770021902030 - Jour de Thé - Infusion camomille, citronnelle et épices bio - 60g - 2700 - 8450790228295",8450790228295,€2.50,"Infusion camomille, citronnelle et épices bio - 60g",30/4/2025,295,€12.90,Boissons,€8.38,Boissons chaudes,Infusions et tisanes,6,2024-04-03 19:13
3383482301092 - Briochin - Recharge de savon main lavande et romarin bio - 400ml - 4324 - 9002934862151,9002934862151,€1.15,Recharge de savon main lavande et romarin bio - 400ml,,42,€4.99,Hygiène et santé,€3.99,Corps,Mains et pieds,140,2024-02-24 16:06
3770000507157 - Id Bio - Piment de Cayenne en poudre bio - 40g - 4001 - 7972022354175,7972022354175,€1.29,Piment de Cayenne en poudre bio - 40g,30/3/2026,18,€3.64,Épicerie salée,€3.28,Épices et condiments,Épices et aromates,22,2024-01-06 09:51
3770000505405 - Id Bio - Poivre noir en grain bio - 40g - 4046 - 7972022419711,7972022419711,€1.04,Poivre noir en grain bio - 40g,30/10/2027,48,€4.48,Épicerie salée,€3.14,Épices et condiments,Épices et aromates,37,2025-02-02 06:33
